45	
Frenet path:
0	0	0	0
1	0.0160522	0.0448608	0.0769043
2	0.103516	0.131836	0.0878906
3	0.275208	0.205994	0.0549316
4	0.5	0.234375	0
5	0.724792	0.205994	-0.0549316
6	0.896484	0.131836	-0.0878906
8	1	0	0
9	0.983948	-0.0448608	-0.0769043
10	0.896484	-0.131836	-0.0878906
11	0.724792	-0.205994	-0.0549316
12	0.5	-0.234375	0
13	0.275208	-0.205994	0.0549316
14	0.103516	-0.131836	0.0878906
16	0	0	0
17	-0.0160522	-0.0448608	-0.0769043
18	-0.103516	-0.131836	-0.0878906
19	-0.275208	-0.205994	-0.0549316
20	-0.5	-0.234375	0
21	-0.724792	-0.205994	0.0549316
22	-0.896484	-0.131836	0.0878906
24	-1	0	0
25	-0.991974	0.0224304	0.0384521
26	-0.948242	0.065918	0.0439453
27	-0.862396	0.102997	0.0274658
28	-0.75	0.117188	0
29	-0.637604	0.102997	-0.0274658
30	-0.551758	0.065918	-0.0439453
32	-0.5	0	0
33	-0.498663	0.00387161	0.00719012
34	-0.490392	0.0133531	0.0112988
35	-0.47104	0.0256	0.0128
36	-0.439066	0.038242	0.0121679
37	-0.395062	0.0493827	0.00987654
38	-0.34128	0.0576	0.0064
39	-0.281158	0.0619457	0.00221235
40	-0.218842	0.0619457	-0.00221235
41	-0.15872	0.0576	-0.0064
42	-0.104938	0.0493827	-0.00987654
43	-0.0609343	0.038242	-0.0121679
44	-0.02896	0.0256	-0.0128
45	-0.0096079	0.0133531	-0.0112988

0	0	0	0
1	0.0160522	0.0448608	0.0769043
2	0.103516	0.131836	0.0878906
3	0.275208	0.205994	0.0549316
4	0.5	0.234375	0
5	0.724792	0.205994	-0.0549316
6	0.896484	0.131836	-0.0878906
8	1	0	0
9	0.983948	-0.0448608	-0.0769043
10	0.896484	-0.131836	-0.0878906
11	0.724792	-0.205994	-0.0549316
12	0.5	-0.234375	0
13	0.275208	-0.205994	0.0549316
14	0.103516	-0.131836	0.0878906
16	0	0	0
17	-0.0160522	-0.0448608	-0.0769043
18	-0.103516	-0.131836	-0.0878906
19	-0.275208	-0.205994	-0.0549316
20	-0.5	-0.234375	0
21	-0.724792	-0.205994	0.0549316
22	-0.896484	-0.131836	0.0878906
24	-1	0	0
25	-1.00803	-0.0224304	-0.0384521
26	-1.05176	-0.065918	-0.0439453
27	-1.1376	-0.102997	-0.0274658
28	-1.25	-0.117188	0
29	-1.3624	-0.102997	0.0274658
30	-1.44824	-0.065918	0.0439453
32	-1.5	0	0
33	-1.50134	-0.00387161	-0.00719012
34	-1.50961	-0.0133531	-0.0112988
35	-1.52896	-0.0256	-0.0128
36	-1.56093	-0.038242	-0.0121679
37	-1.60494	-0.0493827	-0.00987654
38	-1.65872	-0.0576	-0.0064
39	-1.71884	-0.0619457	-0.00221235
40	-1.78116	-0.0619457	0.00221235
41	-1.84128	-0.0576	0.0064
42	-1.89506	-0.0493827	0.00987654
43	-1.93907	-0.038242	0.0121679
44	-1.97104	-0.0256	0.0128
45	-1.99039	-0.0133531	0.0112988

0	0	0	0
1	0.0160522	0.0448608	0.0769043
2	0.103516	0.131836	0.0878906
3	0.275208	0.205994	0.0549316
4	0.5	0.234375	0
5	0.724792	0.205994	-0.0549316
6	0.896484	0.131836	-0.0878906
8	1	0	0
9	0.983948	-0.0448608	-0.0769043
10	0.896484	-0.131836	-0.0878906
11	0.724792	-0.205994	-0.0549316
12	0.5	-0.234375	0
13	0.275208	-0.205994	0.0549316
14	0.103516	-0.131836	0.0878906
16	0	0	0
17	-0.0160522	-0.0448608	-0.0769043
18	-0.103516	-0.131836	-0.0878906
19	-0.275208	-0.205994	-0.0549316
20	-0.5	-0.234375	0
21	-0.724792	-0.205994	0.0549316
22	-0.896484	-0.131836	0.0878906
24	-1	0	0
25	-1	0	0
26	-1	0	0
27	-1	0	0
28	-1	0	0
29	-1	0	0
30	-1	0	0
32	-1	0	0
33	-1.00134	-0.00387161	-0.00719012
34	-1.00961	-0.0133531	-0.0112988
35	-1.02896	-0.0256	-0.0128
36	-1.06093	-0.038242	-0.0121679
37	-1.10494	-0.0493827	-0.00987654
38	-1.15872	-0.0576	-0.0064
39	-1.21884	-0.0619457	-0.00221235
40	-1.28116	-0.0619457	0.00221235
41	-1.34128	-0.0576	0.0064
42	-1.39506	-0.0493827	0.00987654
43	-1.43907	-0.038242	0.0121679
44	-1.47104	-0.0256	0.0128
45	-1.49039	-0.0133531	0.0112988

0	0	0	0
1	0.0160522	0.0448608	0.0769043
2	0.103516	0.131836	0.0878906
3	0.275208	0.205994	0.0549316
4	0.5	0.234375	0
5	0.724792	0.205994	-0.0549316
6	0.896484	0.131836	-0.0878906
8	1	0	0
9	0.983948	-0.0448608	-0.0769043
10	0.896484	-0.131836	-0.0878906
11	0.724792	-0.205994	-0.0549316
12	0.5	-0.234375	0
13	0.275208	-0.205994	0.0549316
14	0.103516	-0.131836	0.0878906
16	0	0	0
17	-0.0160522	-0.0448608	-0.0769043
18	-0.103516	-0.131836	-0.0878906
19	-0.275208	-0.205994	-0.0549316
20	-0.5	-0.234375	0
21	-0.724792	-0.205994	0.0549316
22	-0.896484	-0.131836	0.0878906
24	-1	0	0
25	-1	0	0
26	-1	0	0
27	-1	0	0
28	-1	0	0
29	-1	0	0
30	-1	0	0
32	-1	0	0
33	-1	0	0
34	-1	0	0
35	-1	0	0
36	-1	0	0
37	-1	0	0
38	-1	0	0
39	-1	0	0
40	-1	0	0
41	-1	0	0
42	-1	0	0
43	-1	0	0
44	-1	0	0
45	-1	0	0

0	0	0	0
1	0.0160522	0.0448608	0.0769043
2	0.103516	0.131836	0.0878906
3	0.275208	0.205994	0.0549316
4	0.5	0.234375	0
5	0.724792	0.205994	-0.0549316
6	0.896484	0.131836	-0.0878906
8	1	0	0
9	0.983948	-0.0448608	-0.0769043
10	0.896484	-0.131836	-0.0878906
11	0.724792	-0.205994	-0.0549316
12	0.5	-0.234375	0
13	0.275208	-0.205994	0.0549316
14	0.103516	-0.131836	0.0878906
16	0	0	0
17	-0.0160522	-0.0448608	-0.0769043
18	-0.103516	-0.131836	-0.0878906
19	-0.275208	-0.205994	-0.0549316
20	-0.5	-0.234375	0
21	-0.724792	-0.205994	0.0549316
22	-0.896484	-0.131836	0.0878906
24	-1	0	0
25	-1	0	0
26	-1	0	0
27	-1	0	0
28	-1	0	0
29	-1	0	0
30	-1	0	0
32	-1	0	0
33	-0.998663	0.00387161	0.00719012
34	-0.990392	0.0133531	0.0112988
35	-0.97104	0.0256	0.0128
36	-0.939066	0.038242	0.0121679
37	-0.895062	0.0493827	0.00987654
38	-0.84128	0.0576	0.0064
39	-0.781158	0.0619457	0.00221235
40	-0.718842	0.0619457	-0.00221235
41	-0.65872	0.0576	-0.0064
42	-0.604938	0.0493827	-0.00987654
43	-0.560934	0.038242	-0.0121679
44	-0.52896	0.0256	-0.0128
45	-0.509608	0.0133531	-0.0112988

0	0	0	0
1	0.0160522	0.0448608	0.0769043
2	0.103516	0.131836	0.0878906
3	0.275208	0.205994	0.0549316
4	0.5	0.234375	0
5	0.724792	0.205994	-0.0549316
6	0.896484	0.131836	-0.0878906
8	1	0	0
9	0.983948	-0.0448608	-0.0769043
10	0.896484	-0.131836	-0.0878906
11	0.724792	-0.205994	-0.0549316
12	0.5	-0.234375	0
