116.1862667	39.8697516	327.764
116.1862657	39.8697528	327.763
116.1862647	39.8697541	327.762
116.1862636	39.8697554	327.761
116.1862626	39.8697567	327.76
116.1862616	39.8697579	327.757
116.1862605	39.8697592	327.754
116.1862595	39.8697605	327.751
116.1862585	39.8697618	327.748
116.1862574	39.869763	327.744
116.1862564	39.8697643	327.74
116.1862554	39.8697656	327.735
116.1862544	39.8697669	327.73
116.1862533	39.8697681	327.724
116.1862523	39.8697694	327.719
116.1862513	39.8697707	327.714
116.1862502	39.869772	327.71
116.1862492	39.8697732	327.706
116.1862482	39.8697745	327.701
116.1862471	39.8697758	327.696
116.1862461	39.8697771	327.691
116.1862451	39.8697783	327.686
116.186244	39.8697796	327.681
116.186243	39.8697809	327.677
116.186242	39.8697822	327.673
116.1862409	39.8697834	327.67
116.1862399	39.8697847	327.666
116.1862389	39.869786	327.662
116.1862378	39.8697873	327.657
116.1862368	39.8697886	327.652
116.1862358	39.8697899	327.648
116.1862347	39.8697911	327.644
116.1862337	39.8697924	327.639
116.1862326	39.8697937	327.634
116.1862316	39.869795	327.628
116.1862306	39.8697962	327.623
116.1862295	39.8697975	327.619
116.1862285	39.8697988	327.614
116.1862275	39.8698001	327.609
116.1862264	39.8698013	327.604
116.1862254	39.8698026	327.599
116.1862243	39.8698039	327.594
116.1862233	39.8698052	327.59
116.1862223	39.8698065	327.585
116.1862212	39.8698077	327.581
116.1862202	39.869809	327.577
116.1862191	39.8698103	327.573
116.1862181	39.8698116	327.569
116.1862171	39.8698128	327.564
116.186216	39.8698141	327.56
116.186215	39.8698154	327.555
116.1862139	39.8698167	327.551
116.1862129	39.8698179	327.547
116.1862119	39.8698192	327.543
116.1862108	39.8698205	327.539
116.1862098	39.8698218	327.534
116.1862087	39.869823	327.531
116.1862077	39.8698243	327.527
116.1862066	39.8698256	327.523
116.1862056	39.8698269	327.519
116.1862045	39.8698282	327.514
116.1862035	39.8698294	327.51
116.1862025	39.8698307	327.504
116.1862014	39.869832	327.5
116.1862004	39.8698333	327.494
116.1861993	39.8698346	327.489
116.1861983	39.8698358	327.483
116.1861972	39.8698371	327.477
116.1861962	39.8698384	327.472
116.1861951	39.8698397	327.466
116.1861941	39.869841	327.46
116.186193	39.8698422	327.454
116.186192	39.8698435	327.448
116.1861909	39.8698448	327.441
116.1861899	39.8698461	327.434
116.1861888	39.8698474	327.428
116.1861878	39.8698487	327.421
116.1861868	39.8698499	327.415
116.1861857	39.8698512	327.409
116.1861846	39.8698525	327.403
116.1861836	39.8698538	327.397
116.1861825	39.8698551	327.393
116.1861815	39.8698564	327.388
116.1861804	39.8698576	327.383
116.1861794	39.8698589	327.378
116.1861783	39.8698602	327.373
116.1861773	39.8698615	327.369
116.1861762	39.8698628	327.364
116.1861752	39.8698641	327.359
116.1861741	39.8698654	327.356
116.1861731	39.8698666	327.352
116.186172	39.8698679	327.348
116.1861709	39.8698692	327.345
116.1861699	39.8698705	327.341
116.1861688	39.8698718	327.338
116.1861678	39.8698731	327.335
116.1861667	39.8698744	327.332
116.1861656	39.8698756	327.329
116.1861646	39.8698769	327.326
116.1861635	39.8698782	327.322
116.1861625	39.8698795	327.319
116.1861614	39.8698808	327.316
116.1861603	39.8698821	327.313
116.1861593	39.8698834	327.309
116.1861582	39.8698847	327.305
116.1861572	39.869886	327.301
116.1861561	39.8698873	327.297
116.186155	39.8698885	327.293
116.186154	39.8698898	327.288
116.1861529	39.8698911	327.283
116.1861518	39.8698924	327.278
116.1861508	39.8698937	327.273
116.1861497	39.869895	327.268
116.1861486	39.8698963	327.263
116.1861476	39.8698976	327.258
116.1861465	39.8698989	327.251
116.1861454	39.8699002	327.245
116.1861444	39.8699015	327.239
116.1861433	39.8699028	327.232
116.1861422	39.869904	327.226
116.1861412	39.8699053	327.22
116.1861401	39.8699066	327.214
116.186139	39.8699079	327.208
116.186138	39.8699092	327.202
116.1861369	39.8699105	327.195
116.1861358	39.8699118	327.187
116.1861348	39.8699131	327.181
116.1861337	39.8699144	327.175
116.1861326	39.8699157	327.168
116.1861316	39.869917	327.161
116.1861305	39.8699183	327.154
116.1861294	39.8699196	327.148
116.1861284	39.8699209	327.142
116.1861273	39.8699222	327.137
116.1861262	39.8699235	327.131
116.1861252	39.8699248	327.125
116.1861241	39.8699261	327.119
116.186123	39.8699273	327.113
116.1861219	39.8699286	327.108
116.1861209	39.8699299	327.103
116.1861198	39.8699312	327.098
116.1861187	39.8699325	327.093
116.1861176	39.8699338	327.088
116.1861166	39.8699351	327.083
116.1861155	39.8699364	327.079
116.1861144	39.8699377	327.076
116.1861134	39.869939	327.072
116.1861123	39.8699403	327.068
116.1861112	39.8699416	327.065
116.1861101	39.8699429	327.062
116.1861091	39.8699442	327.059
116.186108	39.8699455	327.055
116.1861069	39.8699467	327.051
116.1861058	39.869948	327.047
116.1861048	39.8699493	327.044
116.1861037	39.8699506	327.042
116.1861026	39.8699519	327.039
116.1861015	39.8699532	327.036
116.1861005	39.8699545	327.031
116.1860994	39.8699558	327.026
116.1860983	39.8699571	327.021
116.1860972	39.8699584	327.018
116.1860962	39.8699597	327.016
116.1860951	39.869961	327.014
116.186094	39.8699623	327.012
116.1860929	39.8699636	327.009
116.1860919	39.8699648	327.006
116.1860908	39.8699661	327.005
116.1860897	39.8699674	327.005
116.1860886	39.8699687	327.005
116.1860876	39.86997	327.004
116.1860865	39.8699713	327.002
116.1860854	39.8699726	326.999
116.1860843	39.8699739	327
116.1860833	39.8699752	327.004
116.1860822	39.8699765	327.01
116.1860811	39.8699778	327.018
116.18608	39.8699791	327.022
116.1860789	39.8699803	327.025
116.1860779	39.8699816	327.027
116.1860768	39.8699829	327.032
116.1860757	39.8699842	327.039
116.1860746	39.8699855	327.048
116.1860736	39.8699868	327.057
116.1860725	39.8699881	327.065
116.1860714	39.8699894	327.07
116.1860703	39.8699907	327.075
116.1860693	39.869992	327.079
116.1860682	39.8699933	327.084
116.1860671	39.8699945	327.091
116.186066	39.8699958	327.097
116.1860649	39.8699971	327.104
116.1860639	39.8699984	327.108
116.1860628	39.8699997	327.112
116.1860617	39.870001	327.114
116.1860606	39.8700023	327.117
116.1860596	39.8700036	327.119
116.1860585	39.8700049	327.121
116.1860574	39.8700062	327.121
116.1860563	39.8700075	327.121
116.1860553	39.8700088	327.121
116.1860542	39.8700101	327.12
116.1860531	39.8700114	327.119
116.186052	39.8700126	327.117
116.1860509	39.8700139	327.115
116.1860499	39.8700152	327.112
116.1860488	39.8700165	327.108
116.1860477	39.8700178	327.104
116.1860467	39.8700191	327.1
116.1860456	39.8700204	327.095
116.1860445	39.8700217	327.091
116.1860434	39.870023	327.087
116.1860424	39.8700243	327.082
116.1860413	39.8700256	327.076
116.1860402	39.8700269	327.07
116.1860391	39.8700282	327.065
116.1860381	39.8700295	327.059
116.186037	39.8700308	327.055
116.1860359	39.8700321	327.05
116.1860348	39.8700334	327.045
116.1860338	39.8700347	327.04
116.1860327	39.870036	327.035
116.1860316	39.8700373	327.031
116.1860305	39.8700386	327.026
116.1860294	39.8700399	327.021
116.1860284	39.8700412	327.017
116.1860273	39.8700425	327.012
116.1860262	39.8700438	327.008
116.1860251	39.8700451	327.005
116.186024	39.8700464	327.002
116.186023	39.8700477	326.999
116.1860219	39.870049	326.996
116.1860208	39.8700503	326.993
116.1860197	39.8700516	326.99
116.1860186	39.8700528	326.987
116.1860176	39.8700541	326.984
116.1860165	39.8700554	326.982
116.1860154	39.8700567	326.98
116.1860143	39.870058	326.978
116.1860132	39.8700593	326.975
116.1860121	39.8700606	326.972
116.1860111	39.8700619	326.969
116.18601	39.8700632	326.966
116.1860089	39.8700645	326.962
116.1860078	39.8700658	326.959
116.1860067	39.8700671	326.955
116.1860056	39.8700684	326.952
116.1860046	39.8700697	326.948
116.1860035	39.870071	326.944
116.1860024	39.8700723	326.941
116.1860013	39.8700736	326.938
116.1860002	39.8700749	326.933
116.1859991	39.8700762	326.929
116.185998	39.8700775	326.925
116.185997	39.8700788	326.921
116.1859959	39.8700801	326.917
116.1859948	39.8700814	326.912
116.1859937	39.8700827	326.909
116.1859926	39.870084	326.905
116.1859915	39.8700853	326.901
116.1859904	39.8700866	326.897
116.1859894	39.8700879	326.893
116.1859883	39.8700892	326.889
116.1859872	39.8700905	326.885
116.1859861	39.8700918	326.88
116.185985	39.8700931	326.877
116.1859839	39.8700944	326.873
116.1859828	39.8700957	326.87
116.1859817	39.870097	326.866
116.1859807	39.8700983	326.863
116.1859796	39.8700996	326.858
116.1859785	39.8701009	326.855
116.1859774	39.8701022	326.851
116.1859763	39.8701035	326.847
116.1859752	39.8701048	326.843
116.1859741	39.8701061	326.839
116.185973	39.8701074	326.834
116.1859719	39.8701087	326.831
116.1859708	39.87011	326.827
116.1859698	39.8701113	326.824
116.1859687	39.8701126	326.82
116.1859676	39.8701139	326.816
116.1859665	39.8701152	326.812
116.1859654	39.8701165	326.807
116.1859643	39.8701178	326.803
116.1859632	39.8701191	326.798
116.1859621	39.8701204	326.793
116.185961	39.8701217	326.789
116.1859599	39.870123	326.784
116.1859589	39.8701243	326.779
116.1859578	39.8701256	326.774
116.1859567	39.8701269	326.771
116.1859556	39.8701282	326.767
116.1859545	39.8701295	326.763
116.1859534	39.8701308	326.759
116.1859523	39.8701321	326.753
116.1859512	39.8701334	326.747
116.1859501	39.8701347	326.742
116.185949	39.870136	326.737
116.1859479	39.8701373	326.732
116.1859468	39.8701386	326.727
116.1859458	39.8701399	326.723
116.1859447	39.8701412	326.718
116.1859436	39.8701425	326.714
116.1859425	39.8701438	326.71
116.1859414	39.8701451	326.705
116.1859403	39.8701464	326.701
116.1859392	39.8701477	326.695
116.1859381	39.870149	326.69
116.185937	39.8701502	326.685
116.1859359	39.8701515	326.681
116.1859348	39.8701528	326.677
116.1859337	39.8701541	326.673
116.1859326	39.8701554	326.669
116.1859316	39.8701567	326.665
116.1859305	39.870158	326.659
116.1859294	39.8701593	326.654
116.1859283	39.8701606	326.65
116.1859272	39.8701619	326.646
116.1859261	39.8701632	326.642
116.185925	39.8701645	326.639
116.1859239	39.8701658	326.635
116.1859228	39.8701671	326.631
116.1859217	39.8701684	326.627
116.1859206	39.8701697	326.624
116.1859195	39.870171	326.619
116.1859184	39.8701723	326.616
116.1859173	39.8701736	326.612
116.1859162	39.8701749	326.608
116.1859151	39.8701762	326.604
116.185914	39.8701775	326.601
116.1859129	39.8701788	326.598
116.1859118	39.8701801	326.594
116.1859108	39.8701814	326.591
116.1859097	39.8701827	326.587
116.1859086	39.870184	326.583
116.1859075	39.8701853	326.579
116.1859064	39.8701866	326.574
116.1859053	39.8701878	326.571
116.1859042	39.8701891	326.568
116.1859031	39.8701904	326.564
116.185902	39.8701917	326.559
116.1859009	39.870193	326.555
116.1858998	39.8701943	326.55
116.1858987	39.8701956	326.546
116.1858976	39.8701969	326.541
116.1858965	39.8701982	326.537
116.1858954	39.8701995	326.533
116.1858943	39.8702008	326.529
116.1858932	39.8702021	326.524
116.1858921	39.8702034	326.518
116.185891	39.8702047	326.514
116.1858899	39.870206	326.51
116.1858888	39.8702073	326.505
116.1858877	39.8702086	326.5
116.1858866	39.8702099	326.495
116.1858855	39.8702111	326.49
116.1858844	39.8702124	326.485
116.1858833	39.8702137	326.481
116.1858822	39.870215	326.477
116.1858811	39.8702163	326.472
116.18588	39.8702176	326.466
116.1858789	39.8702189	326.461
116.1858778	39.8702202	326.456
116.1858767	39.8702215	326.451
116.1858756	39.8702228	326.447
116.1858745	39.8702241	326.443
116.1858734	39.8702254	326.439
116.1858723	39.8702267	326.433
116.1858712	39.870228	326.426
116.1858701	39.8702293	326.421
116.185869	39.8702306	326.417
116.1858679	39.8702319	326.413
116.1858668	39.8702332	326.408
116.1858657	39.8702345	326.402
116.1858646	39.8702358	326.398
116.1858635	39.8702371	326.393
116.1858624	39.8702383	326.39
116.1858612	39.8702396	326.387
116.1858601	39.8702409	326.383
116.185859	39.8702422	326.379
116.1858579	39.8702435	326.374
116.1858568	39.8702448	326.369
